,price,Modellår,Kilometer,farge,effekt,batterikapasitet,feature_model,url
245,226009,2018,58000,Hvit,109 Hk,40 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
246,160000,2016,96000,Hvit,204 Hk,8 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
247,101880,2013,95000,Sort,105 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
248,109034,2012,170925,Svart,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
249,230000,2014,183000,Grå,184 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
250,239000,2017,79900,Svart,165 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
251,139000,2017,86000,Grå,109 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
252,127729,2007,284000,Svart,224 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
253,189034,2013,101000,Hvit,184 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
254,134900,2012,160300,Toffee brown metallic,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
255,147880,2018,39000,Rød,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
256,149000,2002,197000,Grønn,158 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
257,179000,2013,112000,Svart,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
258,211670,2020,26400,Kiwi grønn,82 Hk,36 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
259,219729,2009,140000,Sølv,218 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
260,136154,2010,185000,Hvit,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
261,139000,2016,60000,Svart,109 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
262,179000,2017,44000,Grå,109 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
263,133034,2011,156454,Kalkhvit,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
264,120000,2009,227000,Svart,177 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
265,109729,2010,195000,Sort metallic,170 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
266,249000,2021,9400,Gul,136 Hk,36 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
267,129934,2013,96000,Grå,114 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
268,239034,2015,90200,Brun,124 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
269,209729,2010,233000,Daytona Pearl grey,239 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
270,134034,2015,186162,Svart,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
271,209000,2018,59000,Hvit,111 Hk,30 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
272,200383,2014,104482,Rød,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
273,124999,2007,197600,Hvit,117 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
274,219034,2011,205000,Svart,258 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
275,129383,2016,221000,Svart,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
276,191009,2017,62500,grå,120 Hk,28 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
277,238534,2013,138100,Hvit,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
278,244034,2017,52000,Tungsten Silver Meta,218 Hk,9 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
279,188034,2018,142000,Sølv metalikk,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
280,144034,2017,80609,grønn metallic,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
281,146707,2007,227502,Grå,272 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
282,159000,2016,79500,Rød,125 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
283,125000,2008,202000,Grå,177 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
284,121729,2009,260000,Svart,170 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
285,139000,2015,18500,Grå,100 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
286,159900,2017,108226,Hvit,116 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
287,199000,2016,98000,Grå metallic,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
288,145000,2014,89900,Hvit,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
289,204033,2012,259000,Svart,258 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
290,225000,2018,66200,Grå,120 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
291,209500,2017,84500,Sølv,148 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
292,279681,2019,52000,Perlemor,187 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
293,269034,2018,83659,Grå,170 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
294,251729,2008,190000,Svart,355 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
295,149000,2014,71360,Hvit,110 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
296,140034,2014,165000,Sølv,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
297,239000,2017,109314,Is hvit 614,190 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
298,241383,2018,110000,Hvit,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
299,130229,2008,406896,Svart,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
300,199000,2014,41500,Grå,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
301,289900,2020,19340,Deep Black,136 Hk,35 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
302,213034,2018,55000,Grå,125 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
303,101383,2014,70000,Grå,128 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
304,119034,2013,94617,Grå,109 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
305,146780,2017,62300,Mørk grå metallic,100 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
306,253900,2017,67000,Daytona grå,204 Hk,9 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
307,139900,2019,23500,Hvit,83 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
308,199900,2016,140000,Grå,110 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
309,224034,2016,26700,Rød metallic,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
310,194034,2015,65280,Brun metallic,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
311,209034,2015,176000,Grå Metallic,177 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
312,239034,2012,276000,Sort,245 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
313,169000,2017,49000,Brun,116 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
314,209000,2016,92000,Blå,180 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
315,109000,2015,209000,Jet Black Metalic,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
316,220000,2019,110000,Grå,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
317,137909,2016,96700,Svart,111 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
318,255009,2018,27716,Svart,184 Hk,27 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
319,130000,2015,108000,Svart,116 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
320,219000,2018,102600,Svart,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
321,179000,2018,38833,Metallik lakk,108 Hk,41 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
322,159000,2017,162900,Svart,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
323,215982,2016,106000,Grå,120 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
324,166154,2011,129011,Grå,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
325,219034,2015,28000,Grå,177 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
326,169999,2012,122000,Svart Metallic,170 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
327,119000,2019,45660,Metallic,90 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
328,151154,2006,163000,Blå metallic,131 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
329,239600,2015,176500,Grå,200 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
330,239034,2011,235000,Space grey,211 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
331,159000,2012,181000,SANIDINE BEIGE METALLIC PAINT MB,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
332,152444,2018,211500,Hvit,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
333,164034,2017,84000,Grå,204 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
334,163293,2014,251500,Grå,200 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
335,189900,2017,49000,Frozen White,101 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
336,189000,2015,88800,Grå,110 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
337,149000,2016,128000,Svart,116 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
338,217900,2017,53000,Mineral Black,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
339,129729,2010,249000,Grå,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
340,139900,2016,92500,Grå,,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
341,141009,2015,97700,Hvit,180 Hk,28 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
342,129000,2019,28582,Metallic,90 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
343,115982,2013,81000,Svart Metallic,105 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
344,100000,1923,1234,Svart,,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
345,109900,2010,132776,Sølv,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
346,219000,2018,65350,Grå,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
347,189000,2018,34288,Rød,100 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
348,149900,2017,116700,Svart,131 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
349,209999,2017,66800,Hvit,34 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
350,109000,2014,165434,Svart,90 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
351,229034,2019,33500,Hvit,152 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
352,139900,2015,121961,Sølv,116 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
353,189000,2018,91000,Grå,36 Hk,30 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
354,143034,2014,137000,Hvit,114 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
355,239900,2018,104225,Candyweiss White,125 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
356,149034,2014,109000,Hvit,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
357,259000,2006,236000,Sølv,400 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
358,199900,2013,146678,Metallic,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
359,269000,2016,80000,Orient brown - metallic,211 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
360,159000,2016,99000,Svart,224 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
361,259900,2019,42577,Bronze Metallic.,160 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
362,209900,2020,22600,Brun metalikk,102 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
363,139000,2017,123000,Svart,110 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
364,109034,2013,169500,Brungrå,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
365,205000,2018,105023,Svart,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
366,250000,2018,134000,Grå,184 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
367,199034,2013,110000,Sort Metallic,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
368,286670,2020,45300,Svart,136 Hk,38 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
369,164900,2014,96600,Svart,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
370,209800,2020,22081,Tungsten silver meta,82 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
371,149009,2016,97203,Svart,109 Hk,30 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
372,249670,2020,28000,Hvit,135 Hk,52 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
373,289000,2019,62872,Rød Ultimate - met.lakk,130 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
374,269034,2015,71065,Svart,152 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
375,229000,2018,70022,Sølv,204 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
376,151729,2010,244000,Sølv metallic,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
377,116729,2009,262419,Brun,185 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
378,149900,2014,58200,Beige,99 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
379,229000,2017,83600,Koksgrå metalikk,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
380,169934,2016,101000,Svart,204 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
381,264900,2011,121700,Svart,204 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
382,229000,2015,50600,Svart,202 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
383,119000,2013,105000,Brun,115 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
384,219000,2014,116774,Brown met,124 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
385,114000,2013,113200,Sort,147 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
386,158900,2016,77500,Svart,115 Hk,85 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
387,149000,2018,107000,Hvit,110 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
388,206009,2017,106000,Hvit,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
389,249900,2019,56361,Svart,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
390,148000,2018,29200,Hvit,67 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
391,149900,2015,119302,Hvit,116 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
392,199000,2019,78000,Rød,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
393,159000,2017,142618,Arktisk hvit,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
394,194000,2015,142000,Panther Black Metallic,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
395,275000,2019,18700,Hvit metallic,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
396,289000,2014,157800,Grå,215 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
397,229933,2015,117000,Hvit,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
398,258000,2016,120900,Burgunder met,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
399,259900,2018,86000,Grå,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
400,174900,2017,107447,Grønn,201 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
401,259000,2020,40469,Hvit,131 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
402,219000,2016,92000,Grå,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
403,209000,2019,47000,Sparkling Silver,120 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
404,179000,1967,36000,Blå,290 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
405,149990,2015,43000,Grå,116 Hk,85 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
406,229000,2019,44602,Hvit,131 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
407,269000,2017,71416,Frozen White,180 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
408,181729,2010,197000,Grå,230 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
409,209000,2014,110000,Palladium sølv,170 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
410,129900,2011,148000,Grå,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
411,249000,2019,37000,Kronosgrå/mythossort,117 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
412,249000,2017,74600,Sølv,202 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
413,159000,2014,204000,Arctis Silver,184 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
414,129900,2015,106800,Sølv,115 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
415,149900,2016,84908,Svart,88 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
416,229800,2018,63832,Candyhvit,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
417,238000,2015,191200,Sea Grey,200 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
418,279900,2018,96500,Sølv,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
419,279000,2017,89042,Cavansite blue Metallic,184 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
420,275000,1966,63000,Hvit,108 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
421,169000,2015,96900,Rød,115 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
422,279000,2020,10400,Rød,143 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
423,149900,2011,117401,Grå metallic,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
424,219000,2018,74000,Blå metallic,120 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
425,289000,2018,34023,Blå,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
426,179000,2017,81594,Sølv,102 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
427,249000,2016,135000,Svart,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
428,109000,2010,156000,Svart,156 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
429,269000,2019,12300,Rød,125 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
